Issue_id,Priority,Component,Duplicated_issue,Title,Description,Status,Resolution,Version,Created_time,Resolved_time
2071,P3,SWT,,[View Mgmt] unnecessary activation when deactivating editor (1GE4Z3E),"*	open a msword doc in place; *	open a bmp file in place; ; *	ensure the bmp editor is active; ; *	click on the navigator; ; *	click on the tab for the .doc editor; ; Observe a bunch of flashing occurs and you can even see it repaint the bmp; editor; draw its toolbars etc; then remove them; ; ; ; NOTES:",RESOLVED,WONTFIX,2,10/10/2001 22:25,8/30/2009 2:18
2072,P3,UI,,Preferences Smoke Tests (1GIIP94),"This is a test list for the preferences dialog.; ; Presentation; 	Verify that the listbox on the left shows appropriate scrollbars when its contents extends beyond its client area.; 	Verify that the window grows to fit the content page of the selected item.; 	Verify that you can traverse all widget groups by pressing TAB.; ; Actions; 	Clicking on a item in the tree shows the corresponding page on the right; including the page title.; 	Verify that Defaults sets all fields to the default values for the current content page ONLY.; 	Verify that OK stores all changes made to fields by doing the following:; 		- make some changes to checkboxes; option buttons; and textboxes.; 		- click OK.; 		- open the dialog again and ensure that all the changes were saved.; 	Verify that Cancel discards all changes made to fields by doing the following:; 		- make some changes to checkboxes; option buttons; and textboxes.; 		- click Cancel.; 		- open the dialog again and ensure that all the field values are the same as before the change.; 	Verify that ESC maps to Cancel.; 	Verify that Apply stores all changes made to values by doing the following:; 		- make some changes to checkboxes; option buttons; and textboxes.; 		- click Apply and then Cancel.; 		- open the dialog again and ensure that all the changes were saved.; 	Verify that Apply immediately updates the workbench settings by doing the following:; 		- open a text file with the default text editor.; 		- type something in the editor; 		- open the preferences dialog; and click on Workbench | Default Text Editor; 		- click Change... At the Font dialog; select a different font and a different font size. Click OK.; 		- at the preferences dialog; Click Apply; 		- without closing the preferences dialog; ensure that the settings for the text editor are updated.; ; Persistence; 	Verify that all field values are persistent all the time.",CLOSED,FIXED,2,10/10/2001 22:25,10/10/2001 22:25
2073,P3,UI,,[JFace Text] Text editor did not repaint properly on scroll due to paste (1GITB07),"- opened org.eclipse.ui/doc/org_eclipse_ui_importWizards.html (or any other .html file under doc); - scrolled to end of file; - selected text between quotes for the ALT=Copyright... by clicking before the C; hitting Shift-End;; then Shift-Left Arrow until just before the right quote; - pasted the new text: Copyright IBM Corp. 2000; 2001.  All Rights Reserved.; - it did not repaint properly -- the right side of the line was not fully repainted; - it appeared as:; BM Corp. 2000; 2001.  All Rights Reserved. BORDER=0 height=12 wi; with spaces to the right of the wi; - with the scrollbars as they were; it should have shown:; BM Corp. 2000; 2001.  All Rights Reserved. BORDER=0 height=12 width=195></a; - the full line is:; <p><a href=hglegal.htm><img SRC=ngibmcpy.gif ALT=Copyright IBM Corp. 2000; 2001.  All Rights Reserved. BORDER=0 height=12 width=195></a>; - moving the horizontal scroll bar back and forth fixed the problem;  ; Screen shot is in q:\viper\team\nick\PRs\1GITB07.zip; ; This is probably sensitive to the screen size and layout:; 	- I was in the Java perspective (no changes to its layout); 	- screen res was 1152x864 (32 bits per pixel); 	- window was maximized; 	- used the Navigator view to open the file; ; NOTES:",CLOSED,FIXED,2,10/10/2001 22:25,5/10/2005 14:56
2074,P3,UI,,PropertySheet should expand categories by default (1GE36VQ),PRODUCT VERSION:; Eclipse 107; ; The property sheet should expand categories when displaying categories.  Currently; they are collapsed; and if I expand them;; expansion is just temporary should they dissappear and come back.  This makes using the category feature frustating; to the point where; the user will always turn off show categories.; ; The fix would be to expand categories by default.,RESOLVED,FIXED,2,10/10/2001 22:25,11/15/2001 10:08
2075,P3,UI,,Ctrl-F4 should close view  (1GEARVC),"Ctrl-F4 should close the active view.  It already works for editors.; There is no other way to close the view using keyboard only.; ; NOTES:; ; NE (5/25/01 3:52:37 PM) ; 	See also 1GEARZ6: ITPUI:WIN98 - Ctrl-Space should activate view titlebar context menu",RESOLVED,WONTFIX,2,10/10/2001 22:25,1/11/2002 14:55
2076,P3,UI,,[UI] Text edit fields truncate long names (1GE5BVX),"I have a CU LineBackgroundEvent.java. When I rename it or refactor->rename it; the name thats shown in the edit field is roundEvent.java. The rest becomes visible; when I click in the field and hit home.; ; NOTES:; ; KH (9/19/2001 11:51:36 AM); 	Pls check JFace/Workbench code before moving this to JDT. ; ; EJP (9/21/2001 2:20:29 PM); 	It is still a problem.; 	Steps:; 		* On the navigator view; 		* Select a .java file with a long name (WebBrowserMessages.java); 		* Resize of scroll the navigator in a way that you only see half of; 				the .java file name (WebBrowserM).; 		* Popup menu -> Rename.; 		* The Rename editor box will should be bigger. It will have the size of WebBrowserM; 		but will show the end of the file name.; ; EJP (9/21/2001 2:31:33 PM); 	Windows file explorer has exactly the same problem.; 	We are creating a swt.Text with the navigator as its parent so the text can not be bigger then the navigator.",RESOLVED,WONTFIX,2,10/10/2001 22:25,2/7/2002 22:02
2077,P3,UI,,All projects should be selected when creating new project (1GE3VKS),- File / New / Project; - The wizard comes up with two panes: All Projects on the left; and empty on the right.; - You have to click on All Projects for the different project types to show up on the right.; ; It should do this for me; since its the only selection.; Better yet; dont have a list of one item if thats always the case.; ; NOTES:,RESOLVED,WORKSFORME,2,10/10/2001 22:26,1/25/2002 12:43
2078,P3,UI,,Still sucking resources (image handles) on Win98 (1GE40E9),"Cant realistically selfhost on Win98.  With just two workbenches (one each for selfhosting); I am down to 15% resources after launching second Eclipse.  This is with Notes etc closed.; With VCM perspective opened and RPRS I am down to 2%.; ; Closing the VCM perspective you get back to 14%.; Opening the Java one you run out and die (both eclipses).; ; NOTES:; ; NE (6/8/01 5:19:06 PM); 	See 1GE8K2O: ITPUI:WIN98 - GDI usage stats for opening perspectives",RESOLVED,INVALID,2,10/10/2001 22:26,10/18/2002 9:52
2079,P3,UI,,[Progress] Replace with TS resource: Label cut off  (1GE4UVV),I replaced org.eclipse.swt.custom.StyledText.java with the team stream resource.; The label that showed the progress wasnt high enough to shows the entire text.; The last line was cut in half verically which looks ugly.; It seemed that there was enough space between the bottom of the label and the cancel ; button for at least 1.5 more rows of text.; ; NOTES:,RESOLVED,WORKSFORME,2,10/10/2001 22:26,7/6/2006 14:47
2080,P3,UI,,Internal Error Dialog should tell people where to find the error log.  (1GE4P7R),NOTES:,RESOLVED,INVALID,2,10/10/2001 22:26,1/21/2002 20:24
2081,P3,UI,,Consistency (1GEGS12),NOTES:,RESOLVED,FIXED,2,10/10/2001 22:26,1/21/2002 20:25
2082,P3,UI,,Icons (1GEGS2Q),NOTES:,RESOLVED,WONTFIX,2,10/10/2001 22:26,1/21/2002 20:43
2083,P3,UI,,Undo after file save does not work; but menu-item still active (1GE4W22),"To Reproduce:; 	1) Open a (Java) file in Eclipse.; 	2) Make a change.; 	3) Click save.; 	4) Notice that the Edit -> Undo menu-item is active; select it.; 	5) Notice that no change occurs.; 	6) Notice that Edit -> Undo remains active no matter how many times steps 4-5 are repeated.; ; Would be nice if undo was still supported after a save.; ; NOTES:; JB (22/05/2001 11:35:18 AM)",RESOLVED,FIXED,2,10/10/2001 22:26,12/19/2001 13:08
2084,P3,UI,,Field name misleading in New Folder wizard (1GE4Z26),NOTES:; ; In the New Folder wizard; the topmost field should read Enter or select the container; not; Enter or select the folder. ; ; 1) The user will often be selecting an existing project; not an existing folder; as the container for ;      the folder being created; and ; 2) they might accidentally type the name of the folder theyre trying to create in the topmost field ;     (instead of in the bottom field; where it belongs).,RESOLVED,WONTFIX,2,10/10/2001 22:26,1/21/2002 20:26
2085,P3,UI,,Tear off windows over the editor is confusing. (1GE6SUW),"If you move a view on top of another one you add it in its TabFolder.; 		If you move it over an editor you tear it off.; ; 		We should either; allow the user to mix editors and views or do not; 		allow him to drop a view over an editor. ; ; NOTES:",RESOLVED,INVALID,2,10/10/2001 22:26,1/21/2002 20:27
2086,P3,UI,,Workbench should be ready to NOT be called from eclipse.exe (1GE58U1),"This is a warning from PDE team that PDE starts the platform by running UIMain class ; using the currently selected JVM. In other words; it is not running soon to be implemented; eclipse.exe. Consequences:; ; 1) When PDE users start Eclipse instance to test or debug the code they are developing; in design-time Eclipse instance; they will not get anything provided by eclipse.exe.; I dont know what it is (so far I know it might be the splash screen).; ; 2) If there is any secret handshake between eclipse.exe and the platform UI; the platform; should be ready to NOT receive when PDE launches UIMain directly. If it only ; boils down to the splashscreen; the platform should have an option to raise ; this splashscreen on its own.; ; I dont know about other possible consequences of PDEs running of UIMain instead; of eclipse.exe; so please fill in the blanks.; ; ; NOTES:; ; KH (5/22/2001 4:45:17 PM); 	; 	The UI is not going to be displaying the splash screen any more. Showing the splash ; 	screen is moving to eclipse.exe and product configuration level. Product.ini is also ; 	moving out of the ui plugin as well.; ; 	McQ (23/05/2001 8:46:51 AM) -; 		Basically; all that eclipse.exe does is run java with a particular set of arguments.; 		As long as PDE is prepared to provide those arguments; there should be no problem.; 		I suggest DG talk to JMcA about what those arguments should be.",RESOLVED,FIXED,2,10/10/2001 22:26,2/1/2002 13:49
2087,P3,UI,,Find/replace should preset last find string (1GE57MY),If I open the find dialog without having any text selected it should preset; the find field with the last used string.; ; NOTES:,RESOLVED,FIXED,2,10/10/2001 22:26,3/23/2002 13:26
2088,P3,UI,,Need too many errors; stopping feature (1GE5EBP),"Propose we add a Too many errors; bailing out feature to the build process; and/or; perhaps a max cap on the number of tasks the Task View UI is allowed to contain.; ; Simple errors can easily cause the task list to become huge and unmanageable.; Ive seen task lists containing tens of thousands of entries because of simple mistakes.; The problem?; Well; what am I going to do with 100;000 entries anyway?; The list takes about 30seconds to load and if you have filters on; then; it takes about the same amount of time to update as you select different; files in the properties view.  Since this operation occurs automatically; for you; and cannot be aborted... its a bit of a pain -- and it could take you; 15 minutes just to fix a one-character mistake in a library path or something. =(; ; To reproduce:; 	1) Take a perfectly functional project.; 	2) Delete the library paths (kill .classpath); 	3) Build.; 	4) Wait.; 	5) Look at your task list...; 	6) Select some other file in the project.; 	7) Wait some more...; ; NOTES:; JB (22/05/2001 6:13:02 PM); ; EG (5/25/01 9:15:02 PM); 	moving to JCORE for comment; ; CM (5/28/2001 12:13:28 PM); 	This is actually quite important. We need this feature or something like it.; 	Our problem on the SWT team is that when we load the swt project from the repository;; 	it does not initially have a .classpath file. (because our .classpath is platform-specific;; 	so we create our .classpath file after loading). After a build; there are 20;000 errors or so.; 	On Windows; the only problem is that it takes forever to populate the Table widget.; 	On Linux; we crash. The Table widget cant handle the volume.; 	You can imagine that if autobuild is on and someone innocently loads the swt project; 	on Linux (this has happened more than once) they will crash.; ; 	Changing the platform of this PR from WIN2000 to ALL; and removing the DCR from the title.; ; PM (5/29/2001 3:05:49 PM); 	Why dont you simply hit the Cancel button ? I understand that an auto-cancel action would be nice; but this could be handled by the platform.; ; JB (30/05/2001 11:51:58 AM); 	Cancel is insufficient as you dont always get enough realtime feedback from the; 	compiler to know when to cancel.  Moreover; without an auto-cancel option or a; 	high-water limit on the number of permissible tasks in the Task view; loading; refreshing; 	and filtering the Task view can become a significant burden on the system in terms of CPU; 	time and memory resources.  Hence cancelling manually midway through a build could still; 	leave 10000 errors behind (it does not take long for them to accumulate) and may cause; 	deteriorated application (and in the extreme case; system-wide) performance.; ; 	Nonetheless; I believe the issue can wait until the next release as it does not; 	occur frequently in normal operation.  It may be a source of concern for those people; 	migrating existing code to our product as things can sometimes be quite broken in the; 	first stages of any migration until all the compiler options and build paths get; 	set right.; ; CM (6/4/2001 2:32:53 PM); 	FYI; I just timed a compile that had 30;434 problems.; 	This was extremely easy to do; because if I load all of SWT and its examples and internal examples; 	at one time with autobuild on; and then go away for a coffee; this is exactly what will happen.; 	(because SWT intentionally does not have a .classpath file).; ; 	It takes under 2 minutes to compile all of that stuff; but populating the Tasks views Table; 	(which is a native Table widget; therefore we cannot fix it) takes over 6 minutes.; ; PM (6/18/2001 5:24:24 PM); 	The feedback problem from the compiler is a JDTCORE bug; which we already have a PR for.; 	Now the 6 minutes update is a UI issue. Moving to UI land for archiving.; ; KH  (6/18/2001 12:02:02 PM); 	I want a faster table widget.",RESOLVED,INVALID,2,10/10/2001 22:26,1/21/2002 20:28
